Year_c,Month_c,Day_c,tName_c,date_ind,pod_id,pod_pls,pl_back,R-3_scr,R-2_scr,R-1_scr,R_scr,win_ind,fav_ind,mid_ind,weak_ind,tie_flag
2017,9,21,Portugal Masters (Portugal),2017_9_21,2017_9_21_v0_d3_grp7_EUR,joost luiten,1.78,-3,0,3,-1,0,1,0,0,1
0,0,0,0,2017_9_21,2017_9_21_v0_d3_grp7_EUR,tie,8.8,0,0,0,0,1,0,0,0,1
2018,2,15,NBO Oman Open (Oman),2018_2_15,2018_2_15_v0_d3_grp1_EUR,andy sullivan,2.02,1,-9,-1,-1,0,1,0,0,0
2018,2,15,NBO Oman Open (Oman),2018_2_15,2018_2_15_v0_d3_grp1_EUR,alexander bjork,2.24,-5,-3,-2,-2,1,0,0,1,0
0,0,0,0,2018_2_15,2018_2_15_v0_d3_grp1_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2018,8,30,Made in Denmark (Denmark) - Play Offs,2018_8_30,2018_8_30_v0_d3_grp3_EUR,adrian otaegui,2.2,2,2,-1,-4,0,0,0,1,1
2018,8,30,Made in Denmark (Denmark) - Play Offs,2018_8_30,2018_8_30_v0_d3_grp3_EUR,erik van rooyen,2.06,3,-6,0,-4,0,1,0,0,1
0,0,0,0,2018_8_30,2018_8_30_v0_d3_grp3_EUR,tie,10,0,0,0,0,1,0,0,0,1
2018,8,30,Made in Denmark (Denmark) - Play Offs,2018_8_30,2018_8_30_v0_d3_grp2_EUR,richard sterne,1.72,-1,-2,0,-4,1,1,0,0,0
2018,8,30,Made in Denmark (Denmark) - Play Offs,2018_8_30,2018_8_30_v0_d3_grp2_EUR,chris hanson,2.66,0,8,3,-1,0,0,0,1,0
0,0,0,0,2018_8_30,2018_8_30_v0_d3_grp2_EUR,tie,10.5,0,0,0,0,0,0,0,0,0
2018,7,26,Porsche European Open (Germany),2018_7_26,2018_7_26_v0_d3_grp5_EUR,philipp mejow,4,2,0,-3,1,0,0,0,1,0
2018,7,26,Porsche European Open (Germany),2018_7_26,2018_7_26_v0_d3_grp5_EUR,paul casey,1.45,3,-8,1,-3,1,1,0,0,0
0,0,0,0,2018_7_26,2018_7_26_v0_d3_grp5_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2019,3,14,Magical Kenya Open (Kenya),2019_3_14,2019_3_14_v0_d3_grp2_EUR,chikkarangappa s,2.14,0,3,-1,-2,1,0,0,1,0
2019,3,14,Magical Kenya Open (Kenya),2019_3_14,2019_3_14_v0_d3_grp2_EUR,kim koivu,2.04,0,1,0,1,0,1,0,0,0
0,0,0,0,2019_3_14,2019_3_14_v0_d3_grp2_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2017,10,5,Alfred Dunhill Links Championship (Scotland),2017_10_5,2017_10_5_v1_d3_grp9_EUR,george coetzee,2.34,-3,-4,-5,-3,1,0,0,1,0
2017,10,5,Alfred Dunhill Links Championship (Scotland),2017_10_5,2017_10_5_v1_d3_grp9_EUR,paul dunne,1.99,3,-6,-5,-2,0,1,0,0,0
0,0,0,0,2017_10_5,2017_10_5_v1_d3_grp9_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2019,1,31,Saudi International (Saudi Arabia),2019_1_31,2019_1_31_v0_d3_grp1_EUR,adrian otaegui,2.32,0,-1,-1,-1,1,0,0,1,0
2019,1,31,Saudi International (Saudi Arabia),2019_1_31,2019_1_31_v0_d3_grp1_EUR,romain langasque,2.08,-2,-3,2,1,0,1,0,0,0
0,0,0,0,2019_1_31,2019_1_31_v0_d3_grp1_EUR,tie,9,0,0,0,0,0,0,0,0,0
2017,10,5,Alfred Dunhill Links Championship (Scotland),2017_10_5,2017_10_5_v1_d3_grp4_EUR,peter hanson,2.9,-6,9,-3,-4,1,0,0,1,0
2017,10,5,Alfred Dunhill Links Championship (Scotland),2017_10_5,2017_10_5_v1_d3_grp4_EUR,kiradech aphibarnrat,1.71,-1,-5,-4,-1,0,1,0,0,0
0,0,0,0,2017_10_5,2017_10_5_v1_d3_grp4_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2018,11,15,DP World Tour Championship (United Arab Emirates),2018_11_15,2018_11_15_v0_d3_grp4_EUR,ian poulter,1.69,-3,-4,2,4,0,1,0,0,0
2018,11,15,DP World Tour Championship (United Arab Emirates),2018_11_15,2018_11_15_v0_d3_grp4_EUR,ashun wu,2.92,0,0,2,-5,1,0,0,1,0
0,0,0,0,2018_11_15,2018_11_15_v0_d3_grp4_EUR,tie,9.2,0,0,0,0,0,0,0,0,0
2020,11,26,Alfred Dunhill Championship (South Africa),2020_11_26,2020_11_26_v0_d3_grp3_EUR,daniel van tonder,1.61,1,-5,3,-2,0,1,0,0,0
2020,11,26,Alfred Dunhill Championship (South Africa),2020_11_26,2020_11_26_v0_d3_grp3_EUR,pedro figueiredo,2.74,0,-1,2,-3,1,0,0,1,0
0,0,0,0,2020_11_26,2020_11_26_v0_d3_grp3_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2020,1,23,Dubai Desert Classic (United Arab Emirates) - Play Offs,2020_1_23,2020_1_23_v0_d3_grp6_EUR,kurt kitayama,1.8,1,5,-4,-4,1,1,0,0,0
2020,1,23,Dubai Desert Classic (United Arab Emirates) - Play Offs,2020_1_23,2020_1_23_v0_d3_grp6_EUR,sebastian heisele,2.78,1,1,-8,2,0,0,0,1,0
0,0,0,0,2020_1_23,2020_1_23_v0_d3_grp6_EUR,tie,9.6,0,0,0,0,0,0,0,0,0
2020,8,6,English Championship (England),2020_8_6,2020_8_6_v0_d3_grp7_EUR,nicolas colsaerts,2.44,-3,1,1,-3,1,0,0,1,0
2020,8,6,English Championship (England),2020_8_6,2020_8_6_v0_d3_grp7_EUR,andrew johnston,1.93,-1,0,0,0,0,1,0,0,0
0,0,0,0,2020_8_6,2020_8_6_v0_d3_grp7_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2018,11,28,Australian PGA Championship (Australia),2018_11_28,2018_11_28_v0_d3_grp11_EUR,paul hayden,5,1,1,1,9,0,0,0,1,0
2018,11,28,Australian PGA Championship (Australia),2018_11_28,2018_11_28_v0_d3_grp11_EUR,harold varner iii,1.39,-2,-3,-4,-1,1,1,0,0,0
0,0,0,0,2018_11_28,2018_11_28_v0_d3_grp11_EUR,tie,9,0,0,0,0,0,0,0,0,0
2019,9,5,Porsche European Open (Germany),2019_9_5,2019_9_5_v0_d3_grp2_EUR,ricardo gouveia,2.5,2,-2,4,-1,0,0,0,1,0
2019,9,5,Porsche European Open (Germany),2019_9_5,2019_9_5_v0_d3_grp2_EUR,pablo larrazabal,1.92,4,0,2,-4,1,1,0,0,0
0,0,0,0,2019_9_5,2019_9_5_v0_d3_grp2_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2017,10,5,Alfred Dunhill Links Championship (Scotland),2017_10_5,2017_10_5_v1_d3_grp6_EUR,luke donald,2.22,9,2,2,-6,1,0,0,1,0
2017,10,5,Alfred Dunhill Links Championship (Scotland),2017_10_5,2017_10_5_v1_d3_grp6_EUR,ryan fox,2.04,-1,2,0,3,0,1,0,0,0
0,0,0,0,2017_10_5,2017_10_5_v1_d3_grp6_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2018,10,4,Alfred Dunhill Links Championship (Scotland),2018_10_4,2018_10_4_v0_d3_grp3_EUR,padraig harrington,2.2,5,-7,-6,-3,0,0,0,1,0
2018,10,4,Alfred Dunhill Links Championship (Scotland),2018_10_4,2018_10_4_v0_d3_grp3_EUR,ross fisher,2.08,3,5,-1,-6,1,1,0,0,0
0,0,0,0,2018_10_4,2018_10_4_v0_d3_grp3_EUR,tie,9,0,0,0,0,0,0,0,0,0
2019,7,4,Irish Open (Europe),2019_7_4,2019_7_4_v0_d3_grp1_EUR,russell knox,2.18,1,0,1,0,0,1,0,0,0
2019,7,4,Irish Open (Europe),2019_7_4,2019_7_4_v0_d3_grp1_EUR,rafa cabrera bello,2.2,2,3,-2,-7,1,0,0,1,0
0,0,0,0,2019_7_4,2019_7_4_v0_d3_grp1_EUR,tie,9,0,0,0,0,0,0,0,0,0
2019,1,16,Abu Dhabi HSBC Golf Championship (United Arab Emirates),2019_1_16,2019_1_16_v0_d3_grp7_EUR,scott jamieson,2.64,-3,0,-4,-1,0,0,0,1,0
2019,1,16,Abu Dhabi HSBC Golf Championship (United Arab Emirates),2019_1_16,2019_1_16_v0_d3_grp7_EUR,ian poulter,1.74,4,0,-4,-3,1,1,0,0,0
0,0,0,0,2019_1_16,2019_1_16_v0_d3_grp7_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2019,1,24,Dubai Desert Classic (United Arab Emirates),2019_1_24,2019_1_24_v0_d3_grp8_EUR,ernie els,2.1,-1,-3,1,-2,1,1,0,0,0
2019,1,24,Dubai Desert Classic (United Arab Emirates),2019_1_24,2019_1_24_v0_d3_grp8_EUR,alvaro quiros,2.28,2,4,-1,-1,0,0,0,1,0
0,0,0,0,2019_1_24,2019_1_24_v0_d3_grp8_EUR,tie,8.8,0,0,0,0,0,0,0,0,0
2017,9,7,Omega European Masters (Switzerland) - Play Offs,2017_9_7,2017_9_7_v0_d3_grp3_EUR,ricardo gonzalez,2.54,-2,0,0,4,0,0,0,1,0
2017,9,7,Omega European Masters (Switzerland) - Play Offs,2017_9_7,2017_9_7_v0_d3_grp3_EUR,daniel im,1.81,-4,-4,-1,3,1,1,0,0,0
0,0,0,0,2017_9_7,2017_9_7_v0_d3_grp3_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2020,8,6,English Championship (England),2020_8_6,2020_8_6_v0_d3_grp1_EUR,martin simonsen,2.88,0,3,9,-5,1,0,0,1,0
2020,8,6,English Championship (England),2020_8_6,2020_8_6_v0_d3_grp1_EUR,chris paisley,1.7,-1,-4,-6,-1,0,1,0,0,0
0,0,0,0,2020_8_6,2020_8_6_v0_d3_grp1_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2018,8,23,D-D Real Czech Masters (Czech Republic),2018_8_23,2018_8_23_v0_d3_grp2_EUR,connor syme,1.5,2,0,0,0,0,1,0,0,0
2018,8,23,D-D Real Czech Masters (Czech Republic),2018_8_23,2018_8_23_v0_d3_grp2_EUR,callum tarren,3.1,1,1,1,-2,1,0,0,1,0
0,0,0,0,2018_8_23,2018_8_23_v0_d3_grp2_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2017,10,19,Andalucia Valderrama Masters (Spain),2017_10_19,2017_10_19_v0_d3_grp1_EUR,lee slattery,2.56,5,2,2,0,0,0,0,1,0
2017,10,19,Andalucia Valderrama Masters (Spain),2017_10_19,2017_10_19_v0_d3_grp1_EUR,soren kjeldsen,1.8,2,-4,-2,-1,1,1,0,0,0
0,0,0,0,2017_10_19,2017_10_19_v0_d3_grp1_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2020,8,27,UK Championship (England) - Play Offs,2020_8_27,2020_8_27_v0_d3_grp0_EUR,marc warren,2.48,-2,-4,-6,3,0,0,0,1,0
2020,8,27,UK Championship (England) - Play Offs,2020_8_27,2020_8_27_v0_d3_grp0_EUR,jorge campillo,1.81,-2,-4,-2,-5,1,1,0,0,0
0,0,0,0,2020_8_27,2020_8_27_v0_d3_grp0_EUR,tie,9,0,0,0,0,0,0,0,0,0
2018,10,4,Alfred Dunhill Links Championship (Scotland),2018_10_4,2018_10_4_v0_d3_grp9_EUR,brooks koepka,1.39,-3,-5,-3,-7,1,1,0,0,0
2018,10,4,Alfred Dunhill Links Championship (Scotland),2018_10_4,2018_10_4_v0_d3_grp9_EUR,chase koepka,4.4,3,-1,2,-3,0,0,0,1,0
0,0,0,0,2018_10_4,2018_10_4_v0_d3_grp9_EUR,tie,9.2,0,0,0,0,0,0,0,0,0
2019,4,25,Trophée Hassan II (Morocco),2019_4_25,2019_4_25_v0_d3_grp4_EUR,guido migliozzi,2.78,1,-7,1,4,0,0,0,1,0
2019,4,25,Trophée Hassan II (Morocco),2019_4_25,2019_4_25_v0_d3_grp4_EUR,erik van rooyen,1.74,-2,0,-3,-5,1,1,0,0,0
0,0,0,0,2019_4_25,2019_4_25_v0_d3_grp4_EUR,tie,9.2,0,0,0,0,0,0,0,0,0
2019,11,21,DP World Tour Championship (United Arab Emirates),2019_11_21,2019_11_21_v0_d3_grp7_EUR,thomas pieters,1.93,-2,-1,0,-4,1,1,0,0,0
2019,11,21,DP World Tour Championship (United Arab Emirates),2019_11_21,2019_11_21_v0_d3_grp7_EUR,christiaan bezuidenhout,2.44,-6,-2,-1,-2,0,0,0,1,0
0,0,0,0,2019_11_21,2019_11_21_v0_d3_grp7_EUR,tie,9.6,0,0,0,0,0,0,0,0,0
0,0,0,0,2018_1_11,2018_1_11_v0_d3_grp6_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2018,1,11,South African Open (South Africa),2018_1_11,2018_1_11_v0_d3_grp6_EUR,soomin lee,1.7,0,2,2,0,1,1,0,0,0
2018,1,11,South African Open (South Africa),2018_1_11,2018_1_11_v0_d3_grp6_EUR,rhys west,3.2,2,-1,3,3,0,0,0,1,0
2018,2,15,NBO Oman Open (Oman),2018_2_15,2018_2_15_v0_d3_grp0_EUR,gregory bourdy,2.2,0,-5,0,0,0,0,0,1,0
2018,2,15,NBO Oman Open (Oman),2018_2_15,2018_2_15_v0_d3_grp0_EUR,adrian otaegui,2.04,1,-3,-3,-6,1,1,0,0,0
0,0,0,0,2018_2_15,2018_2_15_v0_d3_grp0_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2018,3,1,Tshwane Open (South Africa),2018_3_1,2018_3_1_v0_d3_grp4_EUR,louis de jager,2.3,-1,-4,-5,2,0,0,0,1,0
2018,3,1,Tshwane Open (South Africa),2018_3_1,2018_3_1_v0_d3_grp4_EUR,christiaan bezuidenhout,1.91,2,-1,-1,1,1,1,0,0,0
0,0,0,0,2018_3_1,2018_3_1_v0_d3_grp4_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2018,11,15,DP World Tour Championship (United Arab Emirates),2018_11_15,2018_11_15_v0_d3_grp28_EUR,matt wallace,1.96,2,0,1,-1,0,1,0,0,0
2018,11,15,DP World Tour Championship (United Arab Emirates),2018_11_15,2018_11_15_v0_d3_grp28_EUR,danny willett,2.46,-2,-2,0,-4,1,0,0,1,0
0,0,0,0,2018_11_15,2018_11_15_v0_d3_grp28_EUR,tie,9,0,0,0,0,0,0,0,0,0
2017,11,30,AfrAsia Bank Mauritius Open (Mauritius) - Play Offs,2017_11_30,2017_11_30_v0_d3_grp7_EUR,laurie canter,2.24,4,1,-1,1,0,0,0,1,0
2017,11,30,AfrAsia Bank Mauritius Open (Mauritius) - Play Offs,2017_11_30,2017_11_30_v0_d3_grp7_EUR,louis de jager,2.16,2,-5,-1,-4,1,1,0,0,0
0,0,0,0,2017_11_30,2017_11_30_v0_d3_grp7_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2018,11,15,DP World Tour Championship (United Arab Emirates),2018_11_15,2018_11_15_v0_d3_grp27_EUR,adrian otaegui,2.32,3,0,-1,-1,0,0,0,1,0
2018,11,15,DP World Tour Championship (United Arab Emirates),2018_11_15,2018_11_15_v0_d3_grp27_EUR,jordan smith,2.02,-2,-3,0,-3,1,1,0,0,0
0,0,0,0,2018_11_15,2018_11_15_v0_d3_grp27_EUR,tie,9.2,0,0,0,0,0,0,0,0,0
2019,1,16,Abu Dhabi HSBC Golf Championship (United Arab Emirates),2019_1_16,2019_1_16_v0_d3_grp9_EUR,louis oosthuizen,1.77,0,-4,-2,3,0,1,0,0,0
2019,1,16,Abu Dhabi HSBC Golf Championship (United Arab Emirates),2019_1_16,2019_1_16_v0_d3_grp9_EUR,shane lowry,2.64,-4,2,-3,-5,1,0,0,1,0
0,0,0,0,2019_1_16,2019_1_16_v0_d3_grp9_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2020,12,3,South African Open (South Africa),2020_12_3,2020_12_3_v0_d3_grp6_EUR,matthias schwab,1.61,-3,-3,-4,0,0,1,0,0,1
2020,12,3,South African Open (South Africa),2020_12_3,2020_12_3_v0_d3_grp6_EUR,aaron cockerill,2.74,-3,-1,0,0,0,0,0,1,1
0,0,0,0,2020_12_3,2020_12_3_v0_d3_grp6_EUR,tie,8.6,0,0,0,0,1,0,0,0,1
2019,11,28,Alfred Dunhill Championship (South Africa),2019_11_28,2019_11_28_v0_d3_grp9_EUR,branden grace,1.88,-5,-2,0,-1,0,1,0,0,0
2019,11,28,Alfred Dunhill Championship (South Africa),2019_11_28,2019_11_28_v0_d3_grp9_EUR,pablo larrazabal,2.6,-3,3,0,-2,1,0,0,1,0
0,0,0,0,2019_11_28,2019_11_28_v0_d3_grp9_EUR,tie,9.4,0,0,0,0,0,0,0,0,0
0,0,0,0,2020_9_10,2020_9_10_v0_d3_grp3_EUR,tie,9.6,0,0,0,0,1,0,0,0,1
2020,9,10,Portugal Masters (Portugal),2020_9_10,2020_9_10_v0_d3_grp3_EUR,nino bertasio,2.56,2,-4,0,3,0,0,0,1,1
2020,9,10,Portugal Masters (Portugal),2020_9_10,2020_9_10_v0_d3_grp3_EUR,jamie donaldson,1.85,-2,-1,2,3,0,1,0,0,1
2020,10,8,BMW PGA Championship (United Kingdom),2020_10_8,2020_10_8_v0_d3_grp9_EUR,matthew fitzpatrick,1.96,-1,-2,1,4,0,1,0,0,0
2020,10,8,BMW PGA Championship (United Kingdom),2020_10_8,2020_10_8_v0_d3_grp9_EUR,shane lowry,2.32,-1,0,7,2,1,0,0,1,0
0,0,0,0,2020_10_8,2020_10_8_v0_d3_grp9_EUR,tie,9.6,0,0,0,0,0,0,0,0,0
2018,10,4,Alfred Dunhill Links Championship (Scotland),2018_10_4,2018_10_4_v0_d3_grp1_EUR,marcus kinhult,2.12,-2,3,-6,-3,0,1,0,0,0
2018,10,4,Alfred Dunhill Links Championship (Scotland),2018_10_4,2018_10_4_v0_d3_grp1_EUR,michael lorenzo-vera,2.2,-2,0,-6,-4,1,0,0,1,0
0,0,0,0,2018_10_4,2018_10_4_v0_d3_grp1_EUR,tie,9,0,0,0,0,0,0,0,0,0
2020,8,27,UK Championship (England) - Play Offs,2020_8_27,2020_8_27_v0_d3_grp5_EUR,scott vincent,1.75,-3,-5,2,2,0,1,0,0,0
2020,8,27,UK Championship (England) - Play Offs,2020_8_27,2020_8_27_v0_d3_grp5_EUR,bryce easton,2.62,-1,3,1,-2,1,0,0,1,0
0,0,0,0,2020_8_27,2020_8_27_v0_d3_grp5_EUR,tie,9,0,0,0,0,0,0,0,0,0
0,0,0,0,2018_1_11,2018_1_11_v0_d3_grp2_EUR,tie,7.8,0,0,0,0,0,0,0,0,0
2018,1,11,South African Open (South Africa),2018_1_11,2018_1_11_v0_d3_grp2_EUR,ernie els,3.1,1,0,0,-2,0,0,0,1,0
2018,1,11,South African Open (South Africa),2018_1_11,2018_1_11_v0_d3_grp2_EUR,dylan frittelli,1.58,-2,-3,-1,-5,1,1,0,0,0
2020,10,8,BMW PGA Championship (United Kingdom),2020_10_8,2020_10_8_v0_d3_grp8_EUR,victor perez,2.84,-1,5,3,-2,0,0,0,1,0
2020,10,8,BMW PGA Championship (United Kingdom),2020_10_8,2020_10_8_v0_d3_grp8_EUR,tyrrell hatton,1.77,3,-8,1,-3,1,1,0,0,0
0,0,0,0,2020_10_8,2020_10_8_v0_d3_grp8_EUR,tie,10,0,0,0,0,0,0,0,0,0
0,0,0,0,2020_9_10,2020_9_10_v0_d3_grp4_EUR,tie,9.6,0,0,0,0,0,0,0,0,0
2020,9,10,Portugal Masters (Portugal),2020_9_10,2020_9_10_v0_d3_grp4_EUR,ryan fox,1.65,-3,-3,1,4,0,1,0,0,0
2020,9,10,Portugal Masters (Portugal),2020_9_10,2020_9_10_v0_d3_grp4_EUR,liam johnston,3.35,-2,4,4,-1,1,0,0,1,0
2019,11,28,Alfred Dunhill Championship (South Africa),2019_11_28,2019_11_28_v0_d3_grp3_EUR,charl schwartzel,1.39,0,2,0,-2,1,1,0,0,0
2019,11,28,Alfred Dunhill Championship (South Africa),2019_11_28,2019_11_28_v0_d3_grp3_EUR,dylan naidoo,4.3,1,1,1,4,0,0,0,1,0
0,0,0,0,2019_11_28,2019_11_28_v0_d3_grp3_EUR,tie,9.2,0,0,0,0,0,0,0,0,0
2018,8,23,D-D Real Czech Masters (Czech Republic),2018_8_23,2018_8_23_v0_d3_grp1_EUR,alexander knappe,1.85,8,1,-1,-3,1,1,0,0,0
2018,8,23,D-D Real Czech Masters (Czech Republic),2018_8_23,2018_8_23_v0_d3_grp1_EUR,chase koepka,2.18,0,0,-2,3,0,0,0,1,0
0,0,0,0,2018_8_23,2018_8_23_v0_d3_grp1_EUR,tie,8.4,0,0,0,0,0,0,0,0,0
0,0,0,0,2020_9_10,2020_9_10_v0_d3_grp2_EUR,tie,9.4,0,0,0,0,0,0,0,0,0
2020,9,10,Portugal Masters (Portugal),2020_9_10,2020_9_10_v0_d3_grp2_EUR,laurie canter,2.8,-1,1,-7,-3,0,0,0,1,0
2020,9,10,Portugal Masters (Portugal),2020_9_10,2020_9_10_v0_d3_grp2_EUR,george coetzee,1.77,-3,0,-2,-5,1,1,0,0,0
2017,9,28,British Masters (England),2017_9_28,2017_9_28_v0_d3_grp6_EUR,paul dunne,1.79,-1,3,-6,-5,1,1,0,0,0
2017,9,28,British Masters (England),2017_9_28,2017_9_28_v0_d3_grp6_EUR,joel stalter,2.62,1,-2,-3,4,0,0,0,1,0
0,0,0,0,2017_9_28,2017_9_28_v0_d3_grp6_EUR,tie,8.8,0,0,0,0,0,0,0,0,0
2020,12,10,DP World Tour Championship (United Arab Emirates),2020_12_10,2020_12_10_v0_d3_grp0_EUR,collin morikawa,1.95,-1,0,-2,-3,1,1,0,0,0
2020,12,10,DP World Tour Championship (United Arab Emirates),2020_12_10,2020_12_10_v0_d3_grp0_EUR,christiaan bezuidenhout,2.44,-1,-4,-5,-2,0,0,0,1,0
0,0,0,0,2020_12_10,2020_12_10_v0_d3_grp0_EUR,tie,9,0,0,0,0,0,0,0,0,0
0,0,0,0,2018_1_11,2018_1_11_v0_d3_grp11_EUR,tie,8.2,0,0,0,0,0,0,0,0,0
2018,1,11,South African Open (South Africa),2018_1_11,2018_1_11_v0_d3_grp11_EUR,adrien saddier,2.18,-1,-3,1,1,0,0,0,1,0
2018,1,11,South African Open (South Africa),2018_1_11,2018_1_11_v0_d3_grp11_EUR,chris paisley,2.1,-4,0,-5,-2,1,1,0,0,0
2020,7,30,Hero Open (England),2020_7_30,2020_7_30_v0_d3_grp3_EUR,callum shinkwin,2.14,-2,0,-6,0,1,1,0,0,0
2020,7,30,Hero Open (England),2020_7_30,2020_7_30_v0_d3_grp3_EUR,cormac sharvin,2.2,3,0,2,1,0,0,0,1,0
0,0,0,0,2020_7_30,2020_7_30_v0_d3_grp3_EUR,tie,9,0,0,0,0,0,0,0,0,0
2018,11,28,Australian PGA Championship (Australia),2018_11_28,2018_11_28_v0_d3_grp3_EUR,peter senior,3.3,1,-6,2,-1,0,0,0,1,0
2018,11,28,Australian PGA Championship (Australia),2018_11_28,2018_11_28_v0_d3_grp3_EUR,nick taylor,1.56,2,-1,-6,-2,1,1,0,0,0
0,0,0,0,2018_11_28,2018_11_28_v0_d3_grp3_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2020,10,8,BMW PGA Championship (United Kingdom),2020_10_8,2020_10_8_v0_d3_grp6_EUR,eddie pepperell,1.82,0,0,0,-2,1,1,0,0,0
2020,10,8,BMW PGA Championship (United Kingdom),2020_10_8,2020_10_8_v0_d3_grp6_EUR,grant forrest,2.54,5,-2,1,4,0,0,0,1,0
0,0,0,0,2020_10_8,2020_10_8_v0_d3_grp6_EUR,tie,9.6,0,0,0,0,0,0,0,0,0
2019,8,22,Scandinavian Invitation (Sweden),2019_8_22,2019_8_22_v0_d3_grp6_EUR,jason scrivener,2.66,0,2,-2,0,0,0,0,1,0
2019,8,22,Scandinavian Invitation (Sweden),2019_8_22,2019_8_22_v0_d3_grp6_EUR,erik van rooyen,1.71,-4,1,-6,-6,1,1,0,0,0
0,0,0,0,2019_8_22,2019_8_22_v0_d3_grp6_EUR,tie,9,0,0,0,0,0,0,0,0,0
2019,9,26,Alfred Dunhill Links Championship (Scotland),2019_9_26,2019_9_26_v0_d3_grp3_EUR,rory mcilroy,2,-2,-1,-7,-3,1,1,0,0,0
2019,9,26,Alfred Dunhill Links Championship (Scotland),2019_9_26,2019_9_26_v0_d3_grp3_EUR,jon rahm,2.3,-2,-6,-4,0,0,0,0,1,0
0,0,0,0,2019_9_26,2019_9_26_v0_d3_grp3_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2018,4,12,Open de España (Spain),2018_4_12,2018_4_12_v0_d3_grp5_EUR,paul dunne,1.73,1,-1,-3,-4,0,1,0,0,0
2018,4,12,Open de España (Spain),2018_4_12,2018_4_12_v0_d3_grp5_EUR,nacho elvira,2.64,0,-1,3,-6,1,0,0,1,0
0,0,0,0,2018_4_12,2018_4_12_v0_d3_grp5_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2019,8,22,Scandinavian Invitation (Sweden),2019_8_22,2019_8_22_v0_d3_grp4_EUR,james morrison,2.34,-1,4,-4,1,0,0,0,1,0
2019,8,22,Scandinavian Invitation (Sweden),2019_8_22,2019_8_22_v0_d3_grp4_EUR,wade ormsby,2.06,-1,1,-1,-5,1,1,0,0,0
0,0,0,0,2019_8_22,2019_8_22_v0_d3_grp4_EUR,tie,8.6,0,0,0,0,0,0,0,0,0
2020,12,10,DP World Tour Championship (United Arab Emirates),2020_12_10,2020_12_10_v0_d3_grp7_EUR,lee westwood,2.06,0,-3,-1,-4,1,1,0,0,0
2020,12,10,DP World Tour Championship (United Arab Emirates),2020_12_10,2020_12_10_v0_d3_grp7_EUR,branden grace,2.34,0,0,-2,0,0,0,0,1,0
0,0,0,0,2020_12_10,2020_12_10_v0_d3_grp7_EUR,tie,8.8,0,0,0,0,0,0,0,0,0
2018,6,21,BMW International Open (Germany),2018_6_21,2018_6_21_v0_d3_grp0_EUR,tommy fleetwood,1.37,5,-2,8,-1,0,1,0,0,1
2018,6,21,BMW International Open (Germany),2018_6_21,2018_6_21_v0_d3_grp0_EUR,matthew nixon,4.5,1,-2,4,-1,0,0,0,1,1
0,0,0,0,2018_6_21,2018_6_21_v0_d3_grp0_EUR,tie,10,0,0,0,0,1,0,0,0,1
2018,12,13,Alfred Dunhill Championship (South Africa),2018_12_13,2018_12_13_v0_d3_grp4_EUR,brandon stone,1.51,3,0,0,-3,1,1,0,0,0
2018,12,13,Alfred Dunhill Championship (South Africa),2018_12_13,2018_12_13_v0_d3_grp4_EUR,niklas lemke,3.5,1,4,-3,-2,0,0,0,1,0
0,0,0,0,2018_12_13,2018_12_13_v0_d3_grp4_EUR,tie,6,0,0,0,0,0,0,0,0,0
2019,1,24,Dubai Desert Classic (United Arab Emirates),2019_1_24,2019_1_24_v0_d3_grp4_EUR,matthew fitzpatrick,1.53,1,-2,-2,-2,1,1,0,0,0
2019,1,24,Dubai Desert Classic (United Arab Emirates),2019_1_24,2019_1_24_v0_d3_grp4_EUR,kim koivu,3.55,-1,0,-1,0,0,0,0,1,0
0,0,0,0,2019_1_24,2019_1_24_v0_d3_grp4_EUR,tie,9.6,0,0,0,0,0,0,0,0,0
2020,7,22,British Masters (England),2020_7_22,2020_7_22_v0_d3_grp9_EUR,dale whitnell,3.5,1,1,5,-3,0,0,0,1,0
2020,7,22,British Masters (England),2020_7_22,2020_7_22_v0_d3_grp9_EUR,renato paratore,1.57,2,3,3,-5,1,1,0,0,0
0,0,0,0,2020_7_22,2020_7_22_v0_d3_grp9_EUR,tie,10.5,0,0,0,0,0,0,0,0,0
