Year_c,Month_c,Day_c,tName_c,date_ind,pod_id,pod_pls,pl_back,R-3_scr,R-2_scr,R-1_scr,R_scr,win_ind,fav_ind,mid_ind,weak_ind,tie_flag
2018,8,16,Wyndham Championship (USA),2018_8_16,2018_8_16_v0_d1_grp3_PGA,martin laird,3.0,0,2,-1,-1,0,0,1,0,0
2018,8,16,Wyndham Championship (USA),2018_8_16,2018_8_16_v0_d1_grp3_PGA,dominic bozzelli,4.3,-3,-1,-5,-2,1,0,0,1,2
2018,8,16,Wyndham Championship (USA),2018_8_16,2018_8_16_v0_d1_grp3_PGA,joaquin niemann,2.26,-2,-5,-2,-2,1,1,0,0,2
2018,4,5,Masters Tournament (USA),2018_4_5,2018_4_5_v0_d1_grp7_PGA,kiradech aphibarnrat,2.86,1,-5,1,7,0,1,0,0,0
2018,4,5,Masters Tournament (USA),2018_4_5,2018_4_5_v0_d1_grp7_PGA,pat perez,2.98,-3,1,-3,1,0,0,1,0,0
2018,4,5,Masters Tournament (USA),2018_4_5,2018_4_5_v0_d1_grp7_PGA,francesco molinari,3.05,6,0,0,0,1,0,0,1,0
2017,10,19,THE CJ CUP @ NINE BRIDGES (South Korea) - Play Offs,2017_10_19,2017_10_19_v0_d1_grp2_PGA,pat perez,2.98,-1,-2,-6,-3,0,0,1,0,0
2017,10,19,THE CJ CUP @ NINE BRIDGES (South Korea) - Play Offs,2017_10_19,2017_10_19_v0_d1_grp2_PGA,justin thomas,1.9,-4,-3,-2,-9,1,1,0,0,0
2017,10,19,THE CJ CUP @ NINE BRIDGES (South Korea) - Play Offs,2017_10_19,2017_10_19_v0_d1_grp2_PGA,sangmoon bae,5.2,3,3,1,-1,0,0,0,1,0
2018,6,14,US Open (USA),2018_6_14,2018_6_14_v0_d1_grp19_PGA,thorbjorn olesen,2.72,3,-3,-6,6,0,1,0,0,0
2018,6,14,US Open (USA),2018_6_14,2018_6_14_v0_d1_grp19_PGA,shubhankar sharma,3.4,-3,3,4,4,0,0,0,1,0
2018,6,14,US Open (USA),2018_6_14,2018_6_14_v0_d1_grp19_PGA,patrick rodgers,2.78,-4,1,-4,2,1,0,1,0,0
2020,8,6,PGA Championship (USA),2020_8_6,2020_8_6_v0_d1_grp43_PGA,phil mickelson,3.75,1,0,-3,2,0,0,0,1,0
2020,8,6,PGA Championship (USA),2020_8_6,2020_8_6_v0_d1_grp43_PGA,jon rahm,2.16,0,-3,0,0,1,1,0,0,0
2020,8,6,PGA Championship (USA),2020_8_6,2020_8_6_v0_d1_grp43_PGA,sergio garcia,3.55,-6,0,-3,3,0,0,1,0,0
2018,8,9,PGA Championship (USA),2018_8_9,2018_8_9_v0_d1_grp0_PGA,michael block,8.4,-1,7,15,5,0,0,0,1,0
2018,8,9,PGA Championship (USA),2018_8_9,2018_8_9_v0_d1_grp0_PGA,eddie pepperell,2.14,4,-3,0,2,0,0,1,0,0
2018,8,9,PGA Championship (USA),2018_8_9,2018_8_9_v0_d1_grp0_PGA,ryan fox,2.1,-5,-3,3,-2,1,1,0,0,0
2018,6,14,US Open (USA),2018_6_14,2018_6_14_v0_d1_grp42_PGA,haotong li,3.45,4,1,-3,9,0,0,0,1,0
2018,6,14,US Open (USA),2018_6_14,2018_6_14_v0_d1_grp42_PGA,si woo kim,2.72,-5,-1,-1,3,1,1,0,0,0
2018,6,14,US Open (USA),2018_6_14,2018_6_14_v0_d1_grp42_PGA,kiradech aphibarnrat,2.78,-4,-1,2,6,0,0,1,0,0
2017,9,14,BMW Championship (USA),2017_9_14,2017_9_14_v0_d1_grp7_PGA,jason day,2.16,-1,-1,4,-7,1,1,0,0,0
2017,9,14,BMW Championship (USA),2017_9_14,2017_9_14_v0_d1_grp7_PGA,gary woodland,3.4,-3,3,1,-4,0,0,1,0,0
2017,9,14,BMW Championship (USA),2017_9_14,2017_9_14_v0_d1_grp7_PGA,bill haas,3.6,3,1,0,0,0,0,0,1,0
2018,3,29,Houston Open (USA) - Play Offs,2018_3_29,2018_3_29_v0_d1_grp14_PGA,phil mickelson,2.72,-3,-1,-2,-4,1,0,1,0,2
2018,3,29,Houston Open (USA) - Play Offs,2018_3_29,2018_3_29_v0_d1_grp14_PGA,justin rose,2.48,0,-1,-3,-4,1,1,0,0,2
2018,3,29,Houston Open (USA) - Play Offs,2018_3_29,2018_3_29_v0_d1_grp14_PGA,russell henley,3.65,-3,-2,-2,-3,0,0,0,1,0
2019,10,31,WGC-HSBC Champions (China) - Play Offs,2019_10_31,2019_10_31_v0_d1_grp2_PGA,patrick reed,2.8,0,-2,2,0,0,1,0,0,0
2019,10,31,WGC-HSBC Champions (China) - Play Offs,2019_10_31,2019_10_31_v0_d1_grp2_PGA,sergio garcia,3.2,-2,1,0,0,0,0,0,1,0
2019,10,31,WGC-HSBC Champions (China) - Play Offs,2019_10_31,2019_10_31_v0_d1_grp2_PGA,sungjae im,2.84,-2,-4,1,-6,1,0,1,0,0
2018,6,21,Travelers Championship (USA),2018_6_21,2018_6_21_v0_d1_grp3_PGA,brooks koepka,2.7,0,-4,5,-2,1,1,0,0,2
2018,6,21,Travelers Championship (USA),2018_6_21,2018_6_21_v0_d1_grp3_PGA,webb simpson,3.25,-6,0,6,-2,1,0,0,1,2
2018,6,21,Travelers Championship (USA),2018_6_21,2018_6_21_v0_d1_grp3_PGA,patrick reed,2.76,0,-1,3,2,0,0,1,0,0
2020,10,29,Bermuda Championship (Bermuda) - Play Offs,2020_10_29,2020_10_29_v0_d1_grp6_PGA,brandon hagy,3.85,-3,1,-1,2,0,0,0,1,0
2020,10,29,Bermuda Championship (Bermuda) - Play Offs,2020_10_29,2020_10_29_v0_d1_grp6_PGA,kristoffer ventura,2.46,0,-5,-3,-1,0,1,0,0,0
2020,10,29,Bermuda Championship (Bermuda) - Play Offs,2020_10_29,2020_10_29_v0_d1_grp6_PGA,justin suh,2.6,0,-5,-3,-2,1,0,1,0,0
2018,8,23,The Northern Trust (USA),2018_8_23,2018_8_23_v0_d1_grp6_PGA,beau hossler,3.9,-5,2,3,-4,1,0,0,1,0
2018,8,23,The Northern Trust (USA),2018_8_23,2018_8_23_v0_d1_grp6_PGA,jordan spieth,2.02,1,1,1,-1,0,1,0,0,0
2018,8,23,The Northern Trust (USA),2018_8_23,2018_8_23_v0_d1_grp6_PGA,byeong hun an,3.45,-6,-2,0,0,0,0,1,0,0
2020,8,20,The Northern Trust (USA),2020_8_20,2020_8_20_v0_d1_grp6_PGA,jon rahm,2.28,-3,0,0,-2,0,1,0,0,0
2020,8,20,The Northern Trust (USA),2020_8_20,2020_8_20_v0_d1_grp6_PGA,xander schauffele,2.4,6,-2,-4,-3,1,0,1,0,2
2020,8,20,The Northern Trust (USA),2020_8_20,2020_8_20_v0_d1_grp6_PGA,lanto griffin,5.8,-2,0,-2,-3,1,0,0,1,2
2018,6,14,US Open (USA),2018_6_14,2018_6_14_v0_d1_grp3_PGA,trey mullinax,1.85,-1,5,-1,9,0,1,0,0,0
2018,6,14,US Open (USA),2018_6_14,2018_6_14_v0_d1_grp3_PGA,matt parziale,5.8,1,1,9,4,1,0,0,1,0
2018,6,14,US Open (USA),2018_6_14,2018_6_14_v0_d1_grp3_PGA,jason scrivener,2.8,5,3,-4,8,0,0,1,0,0
2020,7,23,3M Open (USA),2020_7_23,2020_7_23_v0_d1_grp7_PGA,paul casey,2.46,-2,-1,-1,1,0,1,0,0,0
2020,7,23,3M Open (USA),2020_7_23,2020_7_23_v0_d1_grp7_PGA,bubba watson,2.7,-1,7,6,-4,1,0,1,0,0
2020,7,23,3M Open (USA),2020_7_23,2020_7_23_v0_d1_grp7_PGA,pat perez,4.0,2,-4,-4,-1,0,0,0,1,0
2019,6,13,US Open (USA),2019_6_13,2019_6_13_v0_d1_grp0_PGA,sam saunders,2.7,4,1,0,1,0,1,0,0,0
2019,6,13,US Open (USA),2019_6_13,2019_6_13_v0_d1_grp0_PGA,carlos ortiz,2.84,6,3,2,-1,1,0,1,0,0
2019,6,13,US Open (USA),2019_6_13,2019_6_13_v0_d1_grp0_PGA,marcus fraser,3.35,-7,-1,2,2,0,0,0,1,0
2020,1,30,Phoenix Open (USA) - Play Offs,2020_1_30,2020_1_30_v0_d1_grp4_PGA,nate lashley,3.9,-2,0,0,-5,1,0,0,1,0
2020,1,30,Phoenix Open (USA) - Play Offs,2020_1_30,2020_1_30_v0_d1_grp4_PGA,matt kuchar,1.88,-1,-5,-1,-3,0,1,0,0,0
2020,1,30,Phoenix Open (USA) - Play Offs,2020_1_30,2020_1_30_v0_d1_grp4_PGA,scott piercy,3.3,-1,0,-5,-4,0,0,1,0,0
2020,10,8,Shriners Hospitals for Children Open (USA) - Play Offs,2020_10_8,2020_10_8_v0_d1_grp10_PGA,danny lee,3.45,-5,3,0,-1,0,0,0,1,0
2020,10,8,Shriners Hospitals for Children Open (USA) - Play Offs,2020_10_8,2020_10_8_v0_d1_grp10_PGA,doc redman,2.42,2,-2,-2,-2,0,1,0,0,0
2020,10,8,Shriners Hospitals for Children Open (USA) - Play Offs,2020_10_8,2020_10_8_v0_d1_grp10_PGA,harry higgs,2.82,-4,0,-3,-3,1,0,1,0,0
2018,7,26,Canadian Open (Canada),2018_7_26,2018_7_26_v0_d1_grp3_PGA,gary woodland,2.2,9,-1,0,-5,0,1,0,0,0
2018,7,26,Canadian Open (Canada),2018_7_26,2018_7_26_v0_d1_grp3_PGA,hudson swafford,3.5,-1,-1,-3,-6,1,0,0,1,0
2018,7,26,Canadian Open (Canada),2018_7_26,2018_7_26_v0_d1_grp3_PGA,fabián gómez,3.0,-3,-5,-2,0,0,0,1,0,0
2019,8,15,BMW Championship (USA),2019_8_15,2019_8_15_v0_d1_grp7_PGA,matt kuchar,4.1,-1,0,-1,-1,0,0,0,1,0
2019,8,15,BMW Championship (USA),2019_8_15,2019_8_15_v0_d1_grp7_PGA,jon rahm,2.36,-3,-8,-7,-4,0,1,0,0,0
2019,8,15,BMW Championship (USA),2019_8_15,2019_8_15_v0_d1_grp7_PGA,patrick cantlay,2.88,-1,-5,-1,-6,1,0,1,0,0
2020,7,2,Rocket Mortgage Classic (USA),2020_7_2,2020_7_2_v0_d1_grp0_PGA,doc redman,2.2,-3,1,-2,-7,1,1,0,0,0
2020,7,2,Rocket Mortgage Classic (USA),2020_7_2,2020_7_2_v0_d1_grp0_PGA,zac blair,3.8,2,1,-1,-2,0,0,0,1,0
2020,7,2,Rocket Mortgage Classic (USA),2020_7_2,2020_7_2_v0_d1_grp0_PGA,ben martin,3.4,0,0,-2,1,0,0,1,0,0
2019,5,2,Wells Fargo Championship (USA),2019_5_2,2019_5_2_v0_d1_grp9_PGA,bill haas,3.95,5,1,0,-2,0,0,0,1,0
2019,5,2,Wells Fargo Championship (USA),2019_5_2,2019_5_2_v0_d1_grp9_PGA,lucas glover,2.3,1,0,5,-1,0,1,0,0,0
2019,5,2,Wells Fargo Championship (USA),2019_5_2,2019_5_2_v0_d1_grp9_PGA,joel dahmen,3.05,-6,-2,-1,-5,1,0,1,0,0
2020,7,30,WGC-FedEx St. Jude Invitational (USA),2020_7_30,2020_7_30_v0_d1_grp1_PGA,paul casey,3.4,-1,-1,1,1,0,0,1,0,0
2020,7,30,WGC-FedEx St. Jude Invitational (USA),2020_7_30,2020_7_30_v0_d1_grp1_PGA,xander schauffele,2.32,-7,-3,6,-2,0,1,0,0,0
2020,7,30,WGC-FedEx St. Jude Invitational (USA),2020_7_30,2020_7_30_v0_d1_grp1_PGA,sergio garcia,3.45,-1,-6,0,-3,1,0,0,1,0
2017,8,10,PGA Championship (USA),2017_8_10,2017_8_10_v0_d1_grp46_PGA,jeunghun wang,2.64,2,7,4,2,1,0,1,0,0
2017,8,10,PGA Championship (USA),2017_8_10,2017_8_10_v0_d1_grp46_PGA,alexander levy,1.85,0,1,-5,4,0,1,0,0,0
2017,8,10,PGA Championship (USA),2017_8_10,2017_8_10_v0_d1_grp46_PGA,jamie broce,7.6,1,1,3,8,0,0,0,1,0
2018,7,5,A Military Tribute at The Greenbrier (USA),2018_7_5,2018_7_5_v0_d1_grp0_PGA,danny lee,3.0,-1,-3,3,-3,0,0,1,0,0
2018,7,5,A Military Tribute at The Greenbrier (USA),2018_7_5,2018_7_5_v0_d1_grp0_PGA,andrew putnam,3.45,-6,-3,-6,-1,0,0,0,1,0
2018,7,5,A Military Tribute at The Greenbrier (USA),2018_7_5,2018_7_5_v0_d1_grp0_PGA,joaquin niemann,2.5,-7,-1,-2,-7,1,1,0,0,0
2018,11,8,Mayakoba Golf Classic (Mexico),2018_11_8,2018_11_8_v0_d1_grp8_PGA,cameron champ,3.1,-2,-7,-2,-3,1,0,1,0,2
2018,11,8,Mayakoba Golf Classic (Mexico),2018_11_8,2018_11_8_v0_d1_grp8_PGA,jhonattan vegas,4.5,-3,-4,0,-3,1,0,0,1,2
2018,11,8,Mayakoba Golf Classic (Mexico),2018_11_8,2018_11_8_v0_d1_grp8_PGA,tony finau,2.12,1,-6,-2,-2,0,1,0,0,0
2020,11,12,Masters Tournament (USA),2020_11_12,2020_11_12_v0_d1_grp11_PGA,charl schwartzel,3.1,-4,-5,2,1,0,0,1,0,0
2020,11,12,Masters Tournament (USA),2020_11_12,2020_11_12_v0_d1_grp11_PGA,jason day,1.75,0,-4,-3,-2,1,1,0,0,0
2020,11,12,Masters Tournament (USA),2020_11_12,2020_11_12_v0_d1_grp11_PGA,abel gallegos,9.2,1,1,1,7,0,0,0,1,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp8_PGA,michael lorenzo-vera,3.15,0,0,-5,-2,1,0,1,0,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp8_PGA,justin harding,2.32,-3,3,-5,4,0,1,0,0,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp8_PGA,richy werenski,3.7,0,3,-1,2,0,0,0,1,0
2017,10,5,Safeway Open (USA),2017_10_5,2017_10_5_v0_d1_grp7_PGA,grayson murray,3.0,2,-3,0,-2,0,0,1,0,0
2017,10,5,Safeway Open (USA),2017_10_5,2017_10_5_v0_d1_grp7_PGA,ryan moore,2.38,2,0,-2,-4,1,1,0,0,0
2017,10,5,Safeway Open (USA),2017_10_5,2017_10_5_v0_d1_grp7_PGA,chris kirk,3.4,9,-4,-1,0,0,0,0,1,0
2020,7,9,Workday Charity Open (USA) - Play Offs,2020_7_9,2020_7_9_v0_d1_grp6_PGA,rickie fowler,2.78,3,-4,-5,0,0,1,0,0,0
2020,7,9,Workday Charity Open (USA) - Play Offs,2020_7_9,2020_7_9_v0_d1_grp6_PGA,matthew wolff,3.35,1,-2,-3,0,0,0,0,1,0
2020,7,9,Workday Charity Open (USA) - Play Offs,2020_7_9,2020_7_9_v0_d1_grp6_PGA,patrick reed,2.86,-1,0,-2,-4,1,0,1,0,0
2020,11,5,Houston Open (USA),2020_11_5,2020_11_5_v0_d1_grp2_PGA,brooks koepka,2.48,-4,2,2,2,1,1,0,0,2
2020,11,5,Houston Open (USA),2020_11_5,2020_11_5_v0_d1_grp2_PGA,lanto griffin,2.96,-2,-2,-6,2,1,0,1,0,2
2020,11,5,Houston Open (USA),2020_11_5,2020_11_5_v0_d1_grp2_PGA,jordan spieth,3.25,3,2,-2,3,0,0,0,1,0
2020,2,20,Puerto Rico Open (Puerto Rico),2020_2_20,2020_2_20_v2_d1_grp3_PGA,viktor hovland,1.73,-1,-1,-2,-4,1,1,0,0,0
2020,2,20,Puerto Rico Open (Puerto Rico),2020_2_20,2020_2_20_v2_d1_grp3_PGA,sebastian cappelen,3.1,-6,-1,0,0,0,0,1,0,0
2020,2,20,Puerto Rico Open (Puerto Rico),2020_2_20,2020_2_20_v2_d1_grp3_PGA,andrew loupe,5.2,8,8,-3,3,0,0,0,1,0
2018,4,5,Masters Tournament (USA),2018_4_5,2018_4_5_v0_d1_grp16_PGA,sandy lyle,6.8,14,5,7,2,0,0,0,1,0
2018,4,5,Masters Tournament (USA),2018_4_5,2018_4_5_v0_d1_grp16_PGA,si woo kim,1.82,1,0,4,3,0,1,0,0,0
2018,4,5,Masters Tournament (USA),2018_4_5,2018_4_5_v0_d1_grp16_PGA,doug ghim,3.0,1,1,1,0,1,0,1,0,0
2018,7,12,John Deere Classic (USA),2018_7_12,2018_7_12_v0_d1_grp0_PGA,joaquin niemann,1.83,-1,-2,-7,-2,0,1,0,0,0
2018,7,12,John Deere Classic (USA),2018_7_12,2018_7_12_v0_d1_grp0_PGA,martin piller,3.9,7,8,-2,0,0,0,0,1,0
2018,7,12,John Deere Classic (USA),2018_7_12,2018_7_12_v0_d1_grp0_PGA,nick taylor,3.5,2,2,1,-7,1,0,1,0,0
2020,10,15,THE CJ CUP @ SHADOW CREEK (World),2020_10_15,2020_10_15_v0_d1_grp1_PGA,tommy fleetwood,2.24,4,-2,-1,5,0,1,0,0,0
2020,10,15,THE CJ CUP @ SHADOW CREEK (World),2020_10_15,2020_10_15_v0_d1_grp1_PGA,billy horschel,2.88,2,0,2,-2,1,0,1,0,0
2020,10,15,THE CJ CUP @ SHADOW CREEK (World),2020_10_15,2020_10_15_v0_d1_grp1_PGA,nick taylor,4.4,5,-3,-3,-1,0,0,0,1,0
2019,1,10,Sony Open in Hawaii (USA),2019_1_10,2019_1_10_v0_d1_grp1_PGA,kyle stanley,2.8,0,0,-2,3,0,0,1,0,0
2019,1,10,Sony Open in Hawaii (USA),2019_1_10,2019_1_10_v0_d1_grp1_PGA,russell henley,3.25,4,-5,1,-2,1,0,0,1,0
2019,1,10,Sony Open in Hawaii (USA),2019_1_10,2019_1_10_v0_d1_grp1_PGA,zach johnson,2.7,-2,0,0,1,0,1,0,0,0
2017,10,5,Safeway Open (USA),2017_10_5,2017_10_5_v0_d1_grp6_PGA,bryson dechambeau,3.8,1,-2,-3,1,0,0,0,1,0
2017,10,5,Safeway Open (USA),2017_10_5,2017_10_5_v0_d1_grp6_PGA,webb simpson,2.54,1,-5,-4,-3,1,1,0,0,2
2017,10,5,Safeway Open (USA),2017_10_5,2017_10_5_v0_d1_grp6_PGA,phil mickelson,2.56,2,-2,-5,-3,1,0,1,0,2
2019,2,28,The Honda Classic (USA),2019_2_28,2019_2_28_v0_d1_grp2_PGA,brooks koepka,2.3,-5,-1,2,-3,0,1,0,0,0
2019,2,28,The Honda Classic (USA),2019_2_28,2019_2_28_v0_d1_grp2_PGA,gary woodland,2.6,-1,-3,0,2,0,0,1,0,0
2019,2,28,The Honda Classic (USA),2019_2_28,2019_2_28_v0_d1_grp2_PGA,jhonattan vegas,5.1,-1,-1,0,-6,1,0,0,1,0
2019,6,13,US Open (USA),2019_6_13,2019_6_13_v0_d1_grp31_PGA,jim furyk,3.25,-1,0,-1,2,0,0,0,1,0
2019,6,13,US Open (USA),2019_6_13,2019_6_13_v0_d1_grp31_PGA,henrik stenson,2.84,4,-2,-4,-3,1,0,1,0,0
2019,6,13,US Open (USA),2019_6_13,2019_6_13_v0_d1_grp31_PGA,brandt snedeker,2.68,4,4,-1,4,0,1,0,0,0
2019,6,20,Travelers Championship (USA),2019_6_20,2019_6_20_v0_d1_grp2_PGA,patrick cantlay,2.7,-1,-4,2,-4,1,1,0,0,0
2019,6,20,Travelers Championship (USA),2019_6_20,2019_6_20_v0_d1_grp2_PGA,francesco molinari,3.25,2,1,-3,-1,0,0,0,1,0
2019,6,20,Travelers Championship (USA),2019_6_20,2019_6_20_v0_d1_grp2_PGA,justin thomas,2.96,-1,0,2,-2,0,0,1,0,0
2017,10,12,CIMB Classic (Malaysia),2017_10_12,2017_10_12_v0_d1_grp11_PGA,kelly kraft,3.85,-3,0,0,-2,0,0,0,1,0
2017,10,12,CIMB Classic (Malaysia),2017_10_12,2017_10_12_v0_d1_grp11_PGA,sung kang,2.8,0,2,1,-5,0,0,1,0,0
2017,10,12,CIMB Classic (Malaysia),2017_10_12,2017_10_12_v0_d1_grp11_PGA,keegan bradley,2.26,5,-6,0,-7,1,1,0,0,0
2020,2,20,Puerto Rico Open (Puerto Rico),2020_2_20,2020_2_20_v2_d1_grp5_PGA,emiliano grillo,2.22,-1,2,0,-6,1,1,0,0,0
2020,2,20,Puerto Rico Open (Puerto Rico),2020_2_20,2020_2_20_v2_d1_grp5_PGA,jhonattan vegas,2.42,-3,-5,4,-4,0,0,1,0,0
2020,2,20,Puerto Rico Open (Puerto Rico),2020_2_20,2020_2_20_v2_d1_grp5_PGA,satoshi kodaira,4.2,1,2,5,1,0,0,0,1,0
2017,8,17,Wyndham Championship (USA),2017_8_17,2017_8_17_v0_d1_grp2_PGA,billy hurley iii,3.3,1,-3,1,0,0,0,0,1,0
2017,8,17,Wyndham Championship (USA),2017_8_17,2017_8_17_v0_d1_grp2_PGA,shane lowry,2.22,2,-3,3,-3,1,1,0,0,0
2017,8,17,Wyndham Championship (USA),2017_8_17,2017_8_17_v0_d1_grp2_PGA,retief goosen,3.25,0,-2,0,2,0,0,1,0,0
2019,10,31,WGC-HSBC Champions (China) - Play Offs,2019_10_31,2019_10_31_v0_d1_grp9_PGA,rory mcilroy,2.48,4,-2,2,-5,0,1,0,0,0
2019,10,31,WGC-HSBC Champions (China) - Play Offs,2019_10_31,2019_10_31_v0_d1_grp9_PGA,xander schauffele,3.35,-5,1,-2,-6,1,0,0,1,0
2019,10,31,WGC-HSBC Champions (China) - Play Offs,2019_10_31,2019_10_31_v0_d1_grp9_PGA,justin rose,3.3,-5,-4,-5,-3,0,0,1,0,0
2018,6,21,Travelers Championship (USA),2018_6_21,2018_6_21_v0_d1_grp1_PGA,jason day,2.62,-3,-4,9,-4,1,1,0,0,0
2018,6,21,Travelers Championship (USA),2018_6_21,2018_6_21_v0_d1_grp1_PGA,xander schauffele,3.25,2,3,2,-3,0,0,0,1,0
2018,6,21,Travelers Championship (USA),2018_6_21,2018_6_21_v0_d1_grp1_PGA,daniel berger,3.0,2,0,6,-3,0,0,1,0,0
2018,1,25,Farmers Insurance Open (USA) - Play Offs,2018_1_25,2018_1_25_v0_d1_grp6_PGA,jon rahm,2.04,-3,-2,-10,-4,1,1,0,0,0
2018,1,25,Farmers Insurance Open (USA) - Play Offs,2018_1_25,2018_1_25_v0_d1_grp6_PGA,jason day,3.0,-1,-4,-3,1,0,0,1,0,0
2018,1,25,Farmers Insurance Open (USA) - Play Offs,2018_1_25,2018_1_25_v0_d1_grp6_PGA,brandt snedeker,4.3,0,-3,0,0,0,0,0,1,0
2020,8,6,PGA Championship (USA),2020_8_6,2020_8_6_v0_d1_grp23_PGA,corey conners,2.2,-1,1,2,-1,1,0,1,0,0
2020,8,6,PGA Championship (USA),2020_8_6,2020_8_6_v0_d1_grp23_PGA,zach j. johnson,8.4,1,1,6,12,0,0,0,1,0
2020,8,6,PGA Championship (USA),2020_8_6,2020_8_6_v0_d1_grp23_PGA,chez reavie,1.99,-2,-1,-4,1,0,1,0,0,0
2018,3,8,Valspar Championship (USA),2018_3_8,2018_3_8_v0_d1_grp6_PGA,bill haas,2.6,0,-3,-7,2,1,0,1,0,0
2018,3,8,Valspar Championship (USA),2018_3_8,2018_3_8_v0_d1_grp6_PGA,geoff ogilvy,4.8,4,3,1,5,0,0,0,1,0
2018,3,8,Valspar Championship (USA),2018_3_8,2018_3_8_v0_d1_grp6_PGA,matthew fitzpatrick,2.3,-4,1,0,5,0,1,0,0,0
2018,2,22,The Honda Classic (USA) - Play Offs,2018_2_22,2018_2_22_v0_d1_grp9_PGA,rory mcilroy,2.0,-7,-4,0,2,1,1,0,0,0
2018,2,22,The Honda Classic (USA) - Play Offs,2018_2_22,2018_2_22_v0_d1_grp9_PGA,adam scott,3.15,-1,5,1,3,0,0,1,0,0
2018,2,22,The Honda Classic (USA) - Play Offs,2018_2_22,2018_2_22_v0_d1_grp9_PGA,padraig harrington,4.7,0,4,0,6,0,0,0,1,0
2018,2,22,The Honda Classic (USA) - Play Offs,2018_2_22,2018_2_22_v0_d1_grp2_PGA,ted potter jr,4.1,-6,-4,5,7,0,0,0,1,0
2018,2,22,The Honda Classic (USA) - Play Offs,2018_2_22,2018_2_22_v0_d1_grp2_PGA,emiliano grillo,2.96,-2,-2,-3,1,1,0,1,0,0
2018,2,22,The Honda Classic (USA) - Play Offs,2018_2_22,2018_2_22_v0_d1_grp2_PGA,tyrrell hatton,2.2,0,-3,-8,4,0,1,0,0,0
2020,12,3,Mayakoba Golf Classic (Mexico),2020_12_3,2020_12_3_v0_d1_grp8_PGA,brooks koepka,2.3,2,2,-2,0,0,1,0,0,0
2020,12,3,Mayakoba Golf Classic (Mexico),2020_12_3,2020_12_3_v0_d1_grp8_PGA,brendon todd,3.2,0,1,-2,-4,1,0,1,0,2
2020,12,3,Mayakoba Golf Classic (Mexico),2020_12_3,2020_12_3_v0_d1_grp8_PGA,carlos ortiz,3.25,0,0,-3,-4,1,0,0,1,2
2020,9,17,US Open (USA),2020_9_17,2020_9_17_v0_d1_grp9_PGA,erik van rooyen,2.58,1,1,-2,0,1,1,0,0,0
2020,9,17,US Open (USA),2020_9_17,2020_9_17_v0_d1_grp9_PGA,thomas detry,2.98,-7,-4,2,1,0,0,1,0,0
2020,9,17,US Open (USA),2020_9_17,2020_9_17_v0_d1_grp9_PGA,tyler duncan,3.4,-2,-2,0,3,0,0,0,1,0
2018,9,6,BMW Championship (USA) - Play Offs,2018_9_6,2018_9_6_v0_d1_grp22_PGA,scott piercy,3.45,0,-4,0,0,0,0,1,0,0
2018,9,6,BMW Championship (USA) - Play Offs,2018_9_6,2018_9_6_v0_d1_grp22_PGA,louis oosthuizen,2.16,-2,0,0,3,0,1,0,0,0
2018,9,6,BMW Championship (USA) - Play Offs,2018_9_6,2018_9_6_v0_d1_grp22_PGA,ted potter jr,4.0,4,0,3,-2,1,0,0,1,0
2018,6,14,US Open (USA),2018_6_14,2018_6_14_v0_d1_grp40_PGA,henrik stenson,2.38,-4,-1,-2,1,1,1,0,0,0
2018,6,14,US Open (USA),2018_6_14,2018_6_14_v0_d1_grp40_PGA,adam scott,2.88,-4,-1,0,8,0,0,1,0,0
2018,6,14,US Open (USA),2018_6_14,2018_6_14_v0_d1_grp40_PGA,martin kaymer,3.8,-1,-2,-3,13,0,0,0,1,0
2017,10,26,Sanderson Farms Championship (USA),2017_10_26,2017_10_26_v2_d1_grp4_PGA,ben crane,2.56,-1,2,-2,-2,1,1,0,0,0
2017,10,26,Sanderson Farms Championship (USA),2017_10_26,2017_10_26_v2_d1_grp4_PGA,retief goosen,2.6,-2,0,2,2,0,0,1,0,0
2017,10,26,Sanderson Farms Championship (USA),2017_10_26,2017_10_26_v2_d1_grp4_PGA,nicholas thompson,3.75,9,0,5,-1,0,0,0,1,0
2020,10,8,Shriners Hospitals for Children Open (USA) - Play Offs,2020_10_8,2020_10_8_v0_d1_grp4_PGA,cameron smith,2.18,-2,5,1,-1,0,1,0,0,0
2020,10,8,Shriners Hospitals for Children Open (USA) - Play Offs,2020_10_8,2020_10_8_v0_d1_grp4_PGA,lanto griffin,2.26,-3,0,1,-2,1,0,1,0,0
2020,10,8,Shriners Hospitals for Children Open (USA) - Play Offs,2020_10_8,2020_10_8_v0_d1_grp4_PGA,d.a. points,5.0,4,2,3,-1,0,0,0,1,0
2018,4,5,Masters Tournament (USA),2018_4_5,2018_4_5_v0_d1_grp19_PGA,fred couples,2.64,7,3,1,0,0,0,1,0,0
2018,4,5,Masters Tournament (USA),2018_4_5,2018_4_5_v0_d1_grp19_PGA,haotong li,2.58,0,2,1,-3,1,1,0,0,0
2018,4,5,Masters Tournament (USA),2018_4_5,2018_4_5_v0_d1_grp19_PGA,joaquin niemann,3.6,1,2,-2,4,0,0,0,1,0
