Year_c,Month_c,Day_c,tName_c,date_ind,pod_id,pod_pls,pl_back,R-3_scr,R-2_scr,R-1_scr,R_scr,win_ind,fav_ind,mid_ind,weak_ind,tie_flag
2018,10,25,Sanderson Farms Championship (USA),2018_10_25,2018_10_25_v2_d1_grp6_PGA,chris kirk,2.32,-4,-1,1,2,0,1,0,0,0
2020,1,23,Farmers Insurance Open (USA),2020_1_23,2020_1_23_v0_d1_grp1_PGA,ted potter jr,4.9,4,-3,-2,1,0,0,0,1,0
2020,1,23,Farmers Insurance Open (USA),2020_1_23,2020_1_23_v0_d1_grp1_PGA,dylan frittelli,3.05,-4,-1,4,4,0,0,1,0,0
2020,1,23,Farmers Insurance Open (USA),2020_1_23,2020_1_23_v0_d1_grp1_PGA,tony finau,1.86,-1,7,-3,-2,1,1,0,0,0
2019,11,21,RSM Classic (USA) - Play Offs,2019_11_21,2019_11_21_v0_d1_grp9_PGA,jim herman,4.2,5,1,-1,0,0,0,0,1,0
2019,11,21,RSM Classic (USA) - Play Offs,2019_11_21,2019_11_21_v0_d1_grp9_PGA,dylan frittelli,2.24,-2,1,-5,-4,1,1,0,0,0
2019,11,21,RSM Classic (USA) - Play Offs,2019_11_21,2019_11_21_v0_d1_grp9_PGA,si woo kim,2.84,-3,6,0,0,0,0,1,0,0
2019,11,15,Mayakoba Golf Classic (Mexico),2019_11_15,2019_11_15_v0_d1_grp7_PGA,charles howell iii,1.85,-5,0,2,-1,1,1,0,0,0
2019,11,15,Mayakoba Golf Classic (Mexico),2019_11_15,2019_11_15_v0_d1_grp7_PGA,michael kim,4.3,0,0,4,4,0,0,0,1,0
2019,11,15,Mayakoba Golf Classic (Mexico),2019_11_15,2019_11_15_v0_d1_grp7_PGA,andrew landry,2.94,-7,-3,2,0,0,0,1,0,0
2018,8,9,PGA Championship (USA),2018_8_9,2018_8_9_v0_d1_grp35_PGA,tommy fleetwood,2.22,1,-6,-4,-1,0,1,0,0,0
2018,8,9,PGA Championship (USA),2018_8_9,2018_8_9_v0_d1_grp35_PGA,satoshi kodaira,5.0,2,1,3,1,0,0,0,1,0
2018,8,9,PGA Championship (USA),2018_8_9,2018_8_9_v0_d1_grp35_PGA,marc leishman,2.52,-3,1,-5,-2,1,0,1,0,0
2018,8,16,Wyndham Championship (USA),2018_8_16,2018_8_16_v0_d1_grp1_PGA,billy horschel,3.3,-7,-3,-2,-4,0,0,0,1,0
2018,8,16,Wyndham Championship (USA),2018_8_16,2018_8_16_v0_d1_grp1_PGA,hideki matsuyama,2.46,4,-3,-2,-1,0,1,0,0,0
2018,8,16,Wyndham Championship (USA),2018_8_16,2018_8_16_v0_d1_grp1_PGA,brandt snedeker,3.05,5,-4,2,-11,1,0,1,0,0
2020,2,20,WGC-Mexico Championship (North - Central America),2020_2_20,2020_2_20_v1_d1_grp3_PGA,dustin johnson,1.94,-3,-3,1,5,0,1,0,0,0
2020,2,20,WGC-Mexico Championship (North - Central America),2020_2_20,2020_2_20_v1_d1_grp3_PGA,francesco molinari,4.9,1,7,4,1,0,0,0,1,0
2020,2,20,WGC-Mexico Championship (North - Central America),2020_2_20,2020_2_20_v1_d1_grp3_PGA,abraham ancer,3.35,-4,-1,5,-1,1,0,1,0,0
2019,9,12,A Military Tribute at The Greenbrier (USA),2019_9_12,2019_9_12_v0_d1_grp0_PGA,sangmoon bae,3.95,-2,-4,1,1,0,0,1,0,0
2019,9,12,A Military Tribute at The Greenbrier (USA),2019_9_12,2019_9_12_v0_d1_grp0_PGA,morgan hoffmann,4.4,7,4,2,-4,0,0,0,1,0
2019,9,12,A Military Tribute at The Greenbrier (USA),2019_9_12,2019_9_12_v0_d1_grp0_PGA,joaquin niemann,1.83,-3,-1,2,-5,1,1,0,0,0
2018,5,17,AT-T Byron Nelson (USA),2018_5_17,2018_5_17_v0_d1_grp7_PGA,bill haas,2.56,1,1,2,-4,0,0,1,0,0
2018,5,17,AT-T Byron Nelson (USA),2018_5_17,2018_5_17_v0_d1_grp7_PGA,brendon todd,5.3,-1,4,1,4,0,0,0,1,0
2018,5,17,AT-T Byron Nelson (USA),2018_5_17,2018_5_17_v0_d1_grp7_PGA,peter uihlein,2.22,0,3,1,-6,1,1,0,0,0
2017,9,1,Dell Technologies Championship (USA),2017_9_1,2017_9_1_v0_d1_grp12_PGA,russell henley,3.0,5,4,-6,-1,0,0,1,0,0
2017,9,1,Dell Technologies Championship (USA),2017_9_1,2017_9_1_v0_d1_grp12_PGA,justin rose,2.42,2,5,-2,1,0,1,0,0,0
2017,9,1,Dell Technologies Championship (USA),2017_9_1,2017_9_1_v0_d1_grp12_PGA,brendan steele,3.65,3,3,1,-2,1,0,0,1,0
2020,2,20,WGC-Mexico Championship (North - Central America),2020_2_20,2020_2_20_v1_d1_grp0_PGA,louis oosthuizen,2.26,-6,-3,-1,-3,0,1,0,0,0
2020,2,20,WGC-Mexico Championship (North - Central America),2020_2_20,2020_2_20_v1_d1_grp0_PGA,ryo ishikawa,4.5,-1,-2,-3,9,0,0,0,1,0
2020,2,20,WGC-Mexico Championship (North - Central America),2020_2_20,2020_2_20_v1_d1_grp0_PGA,bubba watson,2.74,-5,-2,1,-4,1,0,1,0,0
2018,10,17,THE CJ CUP @ NINE BRIDGES (South Korea),2018_10_17,2018_10_17_v0_d1_grp3_PGA,alex noren,2.18,1,-2,-6,2,0,1,0,0,0
2018,10,17,THE CJ CUP @ NINE BRIDGES (South Korea),2018_10_17,2018_10_17_v0_d1_grp3_PGA,rod pampling,6.2,4,-5,3,-2,1,0,0,1,0
2018,10,17,THE CJ CUP @ NINE BRIDGES (South Korea),2018_10_17,2018_10_17_v0_d1_grp3_PGA,kyle stanley,2.44,-3,-1,0,0,0,0,1,0,0
2020,9,17,US Open (USA),2020_9_17,2020_9_17_v0_d1_grp33_PGA,bubba watson,2.18,0,-6,2,2,0,1,0,0,0
2020,9,17,US Open (USA),2020_9_17,2020_9_17_v0_d1_grp33_PGA,james sugrue,7.2,1,0,1,8,0,0,0,1,0
2020,9,17,US Open (USA),2020_9_17,2020_9_17_v0_d1_grp33_PGA,lee westwood,2.36,-5,-2,5,-3,1,0,1,0,0
2018,3,1,WGC-Mexico Championship (North - Central America) - Play Offs,2018_3_1,2018_3_1_v0_d1_grp8_PGA,marc leishman,3.2,-1,-2,3,-2,1,0,0,1,0
2018,3,1,WGC-Mexico Championship (North - Central America) - Play Offs,2018_3_1,2018_3_1_v0_d1_grp8_PGA,paul casey,2.58,-2,-5,2,2,0,1,0,0,0
2018,3,1,WGC-Mexico Championship (North - Central America) - Play Offs,2018_3_1,2018_3_1_v0_d1_grp8_PGA,tyrrell hatton,3.15,-3,-8,4,-1,0,0,1,0,0
2020,8,13,Wyndham Championship (USA),2020_8_13,2020_8_13_v0_d1_grp2_PGA,billy horschel,1.81,4,0,-1,-4,1,1,0,0,2
2020,8,13,Wyndham Championship (USA),2020_8_13,2020_8_13_v0_d1_grp2_PGA,patton kizzire,3.7,-1,1,-2,-4,1,0,1,0,2
2020,8,13,Wyndham Championship (USA),2020_8_13,2020_8_13_v0_d1_grp2_PGA,kevin tway,4.9,0,0,6,-2,0,0,0,1,0
2020,9,17,US Open (USA),2020_9_17,2020_9_17_v0_d1_grp11_PGA,christiaan bezuidenhout,2.48,1,2,1,0,1,1,0,0,0
2020,9,17,US Open (USA),2020_9_17,2020_9_17_v0_d1_grp11_PGA,victor perez,3.15,0,3,5,6,0,0,0,1,0
2020,9,17,US Open (USA),2020_9_17,2020_9_17_v0_d1_grp11_PGA,paul waring,3.1,-2,2,-4,2,0,0,1,0,0
2017,8,10,PGA Championship (USA),2017_8_10,2017_8_10_v0_d1_grp40_PGA,jonas blixt,3.6,1,4,0,3,0,0,0,1,0
2017,8,10,PGA Championship (USA),2017_8_10,2017_8_10_v0_d1_grp40_PGA,steve stricker,2.74,1,2,0,4,0,0,1,0,0
2017,8,10,PGA Championship (USA),2017_8_10,2017_8_10_v0_d1_grp40_PGA,brian harman,2.5,-1,0,0,-2,1,1,0,0,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp40_PGA,c.t. pan,2.74,0,0,-5,8,0,0,1,0,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp40_PGA,kevin na,2.7,-1,-4,-2,2,1,1,0,0,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp40_PGA,ryan armour,3.45,-3,1,1,4,0,0,0,1,0
2018,10,25,WGC-HSBC Champions (China) - Play Offs,2018_10_25,2018_10_25_v1_d1_grp0_PGA,cameron smith,2.74,0,-3,2,4,0,1,0,0,0
2018,10,25,WGC-HSBC Champions (China) - Play Offs,2018_10_25,2018_10_25_v1_d1_grp0_PGA,billy horschel,3.05,1,-7,2,-4,1,0,1,0,0
2018,10,25,WGC-HSBC Champions (China) - Play Offs,2018_10_25,2018_10_25_v1_d1_grp0_PGA,lucas bjerregaard,3.1,-3,-2,2,5,0,0,0,1,0
2019,2,28,The Honda Classic (USA),2019_2_28,2019_2_28_v0_d1_grp1_PGA,adam scott,2.06,-2,-1,-5,2,0,1,0,0,0
2019,2,28,The Honda Classic (USA),2019_2_28,2019_2_28_v0_d1_grp1_PGA,ernie els,4.7,0,-2,0,-4,1,0,0,1,0
2019,2,28,The Honda Classic (USA),2019_2_28,2019_2_28_v0_d1_grp1_PGA,kiradech aphibarnrat,3.1,-2,-1,-3,5,0,0,1,0,0
2020,7,16,Memorial Tournament (USA),2020_7_16,2020_7_16_v0_d1_grp1_PGA,abraham ancer,2.04,-6,-2,-3,0,1,1,0,0,0
2020,7,16,Memorial Tournament (USA),2020_7_16,2020_7_16_v0_d1_grp1_PGA,stewart cink,4.1,-3,-2,0,1,0,0,0,1,0
2020,7,16,Memorial Tournament (USA),2020_7_16,2020_7_16_v0_d1_grp1_PGA,matthew wolff,2.84,-2,-3,0,5,0,0,1,0,0
2018,4,12,RBC Heritage (USA) - Play Offs,2018_4_12,2018_4_12_v0_d1_grp1_PGA,marc leishman,1.95,-2,-2,-2,1,0,1,0,0,0
2018,4,12,RBC Heritage (USA) - Play Offs,2018_4_12,2018_4_12_v0_d1_grp1_PGA,fabián gómez,4.7,1,-3,-4,-3,1,0,0,1,0
2018,4,12,RBC Heritage (USA) - Play Offs,2018_4_12,2018_4_12_v0_d1_grp1_PGA,bill haas,3.1,-7,2,-4,-2,0,0,1,0,0
2018,10,4,Safeway Open (USA) - Play Offs,2018_10_4,2018_10_4_v0_d1_grp5_PGA,ted potter jr,3.75,0,3,-2,-1,0,0,0,1,0
2018,10,4,Safeway Open (USA) - Play Offs,2018_10_4,2018_10_4_v0_d1_grp5_PGA,adam hadwin,2.56,0,-3,-1,5,0,1,0,0,0
2018,10,4,Safeway Open (USA) - Play Offs,2018_10_4,2018_10_4_v0_d1_grp5_PGA,russell knox,2.78,1,2,-5,-3,1,0,1,0,0
2020,11,19,RSM Classic (USA) - Play Offs,2020_11_19,2020_11_19_v0_d1_grp0_PGA,russell henley,2.16,-6,-4,-1,-2,1,1,0,0,0
2020,11,19,RSM Classic (USA) - Play Offs,2020_11_19,2020_11_19_v0_d1_grp0_PGA,cameron percy,4.0,-5,-3,-1,3,0,0,0,1,0
2020,11,19,RSM Classic (USA) - Play Offs,2020_11_19,2020_11_19_v0_d1_grp0_PGA,doc redman,2.74,-2,-6,1,0,0,0,1,0,0
2018,3,15,Arnold Palmer Invitational (USA),2018_3_15,2018_3_15_v0_d1_grp6_PGA,keegan bradley,2.48,1,-1,-2,0,1,0,1,0,2
2018,3,15,Arnold Palmer Invitational (USA),2018_3_15,2018_3_15_v0_d1_grp6_PGA,francesco molinari,2.22,-1,6,0,0,1,1,0,0,2
2018,3,15,Arnold Palmer Invitational (USA),2018_3_15,2018_3_15_v0_d1_grp6_PGA,kevin tway,4.4,4,3,4,2,0,0,0,1,0
2018,4,5,Masters Tournament (USA),2018_4_5,2018_4_5_v0_d1_grp28_PGA,justin rose,2.58,-1,-3,-4,0,0,0,1,0,0
2018,4,5,Masters Tournament (USA),2018_4_5,2018_4_5_v0_d1_grp28_PGA,dustin johnson,2.38,-5,3,-2,1,0,1,0,0,0
2018,4,5,Masters Tournament (USA),2018_4_5,2018_4_5_v0_d1_grp28_PGA,rafa cabrera bello,4.9,0,-5,-1,-3,1,0,0,1,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp12_PGA,graeme mcdowell,2.54,1,-3,-3,0,0,0,1,0,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp12_PGA,chez reavie,2.44,1,-3,-1,-2,1,1,0,0,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp12_PGA,brendan jones,4.2,3,5,0,8,0,0,0,1,0
2020,12,3,Mayakoba Golf Classic (Mexico),2020_12_3,2020_12_3_v0_d1_grp4_PGA,daniel berger,2.1,3,-1,-3,-2,1,1,0,0,2
2020,12,3,Mayakoba Golf Classic (Mexico),2020_12_3,2020_12_3_v0_d1_grp4_PGA,charles howell iii,2.86,-2,-1,-4,1,0,0,1,0,0
2020,12,3,Mayakoba Golf Classic (Mexico),2020_12_3,2020_12_3_v0_d1_grp4_PGA,ryan armour,4.1,-7,6,1,-2,1,0,0,1,2
2017,9,1,Dell Technologies Championship (USA),2017_9_1,2017_9_1_v0_d1_grp11_PGA,hideki matsuyama,2.96,-1,-1,4,1,0,0,1,0,0
2017,9,1,Dell Technologies Championship (USA),2017_9_1,2017_9_1_v0_d1_grp11_PGA,jon rahm,3.15,-3,-1,-2,-4,1,0,0,1,0
2017,9,1,Dell Technologies Championship (USA),2017_9_1,2017_9_1_v0_d1_grp11_PGA,rickie fowler,2.86,0,-2,-2,-2,0,1,0,0,0
2018,2,15,Genesis Open (USA),2018_2_15,2018_2_15_v0_d1_grp5_PGA,ted potter jr,2.54,-1,-6,-4,5,0,0,1,0,0
2018,2,15,Genesis Open (USA),2018_2_15,2018_2_15_v0_d1_grp5_PGA,kyle stanley,2.34,-6,0,2,-1,1,1,0,0,0
2018,2,15,Genesis Open (USA),2018_2_15,2018_2_15_v0_d1_grp5_PGA,jonas blixt,3.85,-1,-1,-4,0,0,0,0,1,0
2018,5,24,Fort Worth Invitational (USA),2018_5_24,2018_5_24_v0_d1_grp6_PGA,brian stuard,4.3,-1,7,0,0,0,0,0,1,0
2018,5,24,Fort Worth Invitational (USA),2018_5_24,2018_5_24_v0_d1_grp6_PGA,charley hoffman,2.54,1,0,-1,-7,1,0,1,0,0
2018,5,24,Fort Worth Invitational (USA),2018_5_24,2018_5_24_v0_d1_grp6_PGA,emiliano grillo,2.34,1,-3,-3,-6,0,1,0,0,0
2018,6,7,FedEx St. Jude Classic (USA),2018_6_7,2018_6_7_v0_d1_grp7_PGA,j.b. holmes,2.38,3,-2,-2,-1,0,1,0,0,0
2018,6,7,FedEx St. Jude Classic (USA),2018_6_7,2018_6_7_v0_d1_grp7_PGA,sung kang,3.3,-3,3,2,6,0,0,1,0,0
2018,6,7,FedEx St. Jude Classic (USA),2018_6_7,2018_6_7_v0_d1_grp7_PGA,dominic bozzelli,3.35,3,5,-4,-3,1,0,0,1,0
2019,11,21,RSM Classic (USA) - Play Offs,2019_11_21,2019_11_21_v0_d1_grp0_PGA,webb simpson,1.87,-6,-2,-4,-7,1,1,0,0,0
2019,11,21,RSM Classic (USA) - Play Offs,2019_11_21,2019_11_21_v0_d1_grp0_PGA,patton kizzire,4.7,-5,-1,-4,-3,0,0,0,1,0
2019,11,21,RSM Classic (USA) - Play Offs,2019_11_21,2019_11_21_v0_d1_grp0_PGA,austin cook,3.8,-4,-8,3,-1,0,0,1,0,0
2019,6,20,Travelers Championship (USA),2019_6_20,2019_6_20_v0_d1_grp3_PGA,phil mickelson,3.6,-1,-2,1,-3,0,0,0,1,0
2019,6,20,Travelers Championship (USA),2019_6_20,2019_6_20_v0_d1_grp3_PGA,marc leishman,2.94,4,-5,-2,-4,1,0,1,0,0
2019,6,20,Travelers Championship (USA),2019_6_20,2019_6_20_v0_d1_grp3_PGA,jordan spieth,2.54,-5,-6,1,3,0,1,0,0,0
2020,6,18,RBC Heritage (USA),2020_6_18,2020_6_18_v0_d1_grp2_PGA,rory mcilroy,1.97,-6,-6,-2,1,0,1,0,0,0
2020,6,18,RBC Heritage (USA),2020_6_18,2020_6_18_v0_d1_grp2_PGA,c.t. pan,4.9,2,2,2,-3,0,0,0,1,0
2020,6,18,RBC Heritage (USA),2020_6_18,2020_6_18_v0_d1_grp2_PGA,rickie fowler,3.2,6,-1,3,-4,1,0,1,0,0
2019,1,24,Farmers Insurance Open (USA),2019_1_24,2019_1_24_v0_d1_grp5_PGA,justin rose,2.32,-6,-2,-4,-9,1,1,0,0,0
2019,1,24,Farmers Insurance Open (USA),2019_1_24,2019_1_24_v0_d1_grp5_PGA,billy horschel,3.65,-4,0,-1,-6,0,0,0,1,0
2019,1,24,Farmers Insurance Open (USA),2019_1_24,2019_1_24_v0_d1_grp5_PGA,jordan spieth,3.05,-5,0,3,-7,0,0,1,0,0
2018,4,19,Valero Texas Open (USA),2018_4_19,2018_4_19_v0_d1_grp7_PGA,charley hoffman,2.7,-1,-3,1,0,0,0,1,0,0
2018,4,19,Valero Texas Open (USA),2018_4_19,2018_4_19_v0_d1_grp7_PGA,zach johnson,3.6,-3,-2,-1,-2,1,0,0,1,0
2018,4,19,Valero Texas Open (USA),2018_4_19,2018_4_19_v0_d1_grp7_PGA,matt kuchar,2.56,-4,-4,-5,-1,0,1,0,0,0
2020,6,11,Charles Schwab Challenge (USA) - Play Offs,2020_6_11,2020_6_11_v0_d1_grp1_PGA,patrick reed,2.32,-3,-2,-2,-2,1,1,0,0,0
2020,6,11,Charles Schwab Challenge (USA) - Play Offs,2020_6_11,2020_6_11_v0_d1_grp1_PGA,marc leishman,2.5,-1,3,-1,-1,0,0,1,0,0
2020,6,11,Charles Schwab Challenge (USA) - Play Offs,2020_6_11,2020_6_11_v0_d1_grp1_PGA,graeme mcdowell,4.0,-2,5,-4,-1,0,0,0,1,0
2019,1,31,Phoenix Open (USA),2019_1_31,2019_1_31_v0_d1_grp6_PGA,xander schauffele,2.92,1,-1,-3,-4,0,0,1,0,0
2019,1,31,Phoenix Open (USA),2019_1_31,2019_1_31_v0_d1_grp6_PGA,bubba watson,4.1,-3,-3,1,-5,1,0,0,1,0
2019,1,31,Phoenix Open (USA),2019_1_31,2019_1_31_v0_d1_grp6_PGA,jon rahm,2.26,-3,-6,-10,-4,0,1,0,0,0
2017,10,5,Safeway Open (USA),2017_10_5,2017_10_5_v0_d1_grp3_PGA,brendan steele,2.74,1,-2,-3,-7,1,0,1,0,0
2017,10,5,Safeway Open (USA),2017_10_5,2017_10_5_v0_d1_grp3_PGA,zach johnson,2.7,2,6,-4,-4,0,1,0,0,0
2017,10,5,Safeway Open (USA),2017_10_5,2017_10_5_v0_d1_grp3_PGA,chesson hadley,3.3,-2,-4,-3,0,0,0,0,1,0
2020,8,6,PGA Championship (USA),2020_8_6,2020_8_6_v0_d1_grp8_PGA,ryan palmer,2.62,5,-5,-1,4,0,1,0,0,0
2020,8,6,PGA Championship (USA),2020_8_6,2020_8_6_v0_d1_grp8_PGA,kevin kisner,2.86,-7,2,0,-3,1,0,1,0,0
2020,8,6,PGA Championship (USA),2020_8_6,2020_8_6_v0_d1_grp8_PGA,michael thompson,3.15,0,-7,0,1,0,0,0,1,0
2017,8,10,PGA Championship (USA),2017_8_10,2017_8_10_v0_d1_grp51_PGA,chris moody,8.6,1,1,1,10,0,0,0,1,0
2017,8,10,PGA Championship (USA),2017_8_10,2017_8_10_v0_d1_grp51_PGA,luke list,2.18,-2,0,0,4,0,0,1,0,0
2017,8,10,PGA Championship (USA),2017_8_10,2017_8_10_v0_d1_grp51_PGA,jamie lovemark,2.04,-1,-3,1,3,1,1,0,0,0
2018,7,19,The Open Championship (United Kingdom),2018_7_19,2018_7_19_v1_d1_grp28_PGA,charl schwartzel,2.62,5,-2,9,3,0,0,1,0,0
2018,7,19,The Open Championship (United Kingdom),2018_7_19,2018_7_19_v1_d1_grp28_PGA,daniel berger,2.42,0,6,-3,2,1,1,0,0,0
2018,7,19,The Open Championship (United Kingdom),2018_7_19,2018_7_19_v1_d1_grp28_PGA,tom lewis,4.6,-3,9,4,4,0,0,0,1,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp5_PGA,brandt snedeker,2.72,-1,3,0,4,0,1,0,0,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp5_PGA,kiradech aphibarnrat,2.88,12,-3,-2,6,0,0,1,0,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp5_PGA,max homa,3.25,-2,-4,-2,0,1,0,0,1,0
2018,11,8,Mayakoba Golf Classic (Mexico),2018_11_8,2018_11_8_v0_d1_grp4_PGA,gary woodland,2.18,-3,1,-2,-6,1,1,0,0,2
2018,11,8,Mayakoba Golf Classic (Mexico),2018_11_8,2018_11_8_v0_d1_grp4_PGA,brian harman,3.9,-1,4,1,-5,0,0,0,1,0
2018,11,8,Mayakoba Golf Classic (Mexico),2018_11_8,2018_11_8_v0_d1_grp4_PGA,kevin chappell,3.2,-2,-6,4,-6,1,0,1,0,2
2020,8,6,PGA Championship (USA),2020_8_6,2020_8_6_v0_d1_grp27_PGA,tyler duncan,2.72,-4,3,4,4,0,0,1,0,0
2020,8,6,PGA Championship (USA),2020_8_6,2020_8_6_v0_d1_grp27_PGA,j.r. roth,7.0,1,1,1,4,0,0,0,1,0
2020,8,6,PGA Championship (USA),2020_8_6,2020_8_6_v0_d1_grp27_PGA,christiaan bezuidenhout,1.88,-1,0,1,2,1,1,0,0,0
2019,9,12,A Military Tribute at The Greenbrier (USA),2019_9_12,2019_9_12_v0_d1_grp3_PGA,brian harman,2.6,1,-3,-3,-5,1,1,0,0,0
2019,9,12,A Military Tribute at The Greenbrier (USA),2019_9_12,2019_9_12_v0_d1_grp3_PGA,david lingmerth,3.4,2,7,-2,-2,0,0,0,1,0
2019,9,12,A Military Tribute at The Greenbrier (USA),2019_9_12,2019_9_12_v0_d1_grp3_PGA,matt jones,3.05,-6,-1,-4,-2,0,0,1,0,0
2018,11,8,Mayakoba Golf Classic (Mexico),2018_11_8,2018_11_8_v0_d1_grp9_PGA,ryan armour,2.82,-3,1,-2,-4,1,0,1,0,0
2018,11,8,Mayakoba Golf Classic (Mexico),2018_11_8,2018_11_8_v0_d1_grp9_PGA,si woo kim,2.18,-5,-3,-5,0,0,1,0,0,0
2018,11,8,Mayakoba Golf Classic (Mexico),2018_11_8,2018_11_8_v0_d1_grp9_PGA,ernie els,4.9,0,-4,1,1,0,0,0,1,0
2018,7,19,The Open Championship (United Kingdom),2018_7_19,2018_7_19_v1_d1_grp19_PGA,jon rahm,2.56,8,-1,2,-2,1,0,1,0,0
2018,7,19,The Open Championship (United Kingdom),2018_7_19,2018_7_19_v1_d1_grp19_PGA,rickie fowler,2.38,3,0,-6,-1,0,1,0,0,0
2018,7,19,The Open Championship (United Kingdom),2018_7_19,2018_7_19_v1_d1_grp19_PGA,chris wood,5.0,-1,-2,-2,-1,0,0,0,1,0
2018,7,19,The Open Championship (United Kingdom),2018_7_19,2018_7_19_v1_d1_grp16_PGA,darren clarke,4.7,0,3,1,11,0,0,0,1,0
2018,7,19,The Open Championship (United Kingdom),2018_7_19,2018_7_19_v1_d1_grp16_PGA,bernhard langer,2.5,3,-1,2,2,1,1,0,0,0
2018,7,19,The Open Championship (United Kingdom),2018_7_19,2018_7_19_v1_d1_grp16_PGA,retief goosen,2.54,6,-3,5,3,0,0,1,0,0
2018,7,19,The Open Championship (United Kingdom),2018_7_19,2018_7_19_v1_d1_grp1_PGA,erik van rooyen,2.8,6,-1,3,-4,1,0,1,0,0
2018,7,19,The Open Championship (United Kingdom),2018_7_19,2018_7_19_v1_d1_grp1_PGA,brady schnell,5.0,1,1,1,8,0,0,0,1,0
2018,7,19,The Open Championship (United Kingdom),2018_7_19,2018_7_19_v1_d1_grp1_PGA,matthew southgate,2.14,0,0,-5,-2,0,1,0,0,0
2019,1,24,Farmers Insurance Open (USA),2019_1_24,2019_1_24_v0_d1_grp0_PGA,alex noren,2.2,2,-3,-3,4,0,1,0,0,0
2019,1,24,Farmers Insurance Open (USA),2019_1_24,2019_1_24_v0_d1_grp0_PGA,peter uihlein,3.05,-8,-4,-1,1,1,0,1,0,0
2019,1,24,Farmers Insurance Open (USA),2019_1_24,2019_1_24_v0_d1_grp0_PGA,denny mccarthy,3.5,1,1,-4,2,0,0,0,1,0
2018,10,25,WGC-HSBC Champions (China) - Play Offs,2018_10_25,2018_10_25_v1_d1_grp3_PGA,brooks koepka,2.6,-1,-2,-1,0,0,1,0,0,0
2018,10,25,WGC-HSBC Champions (China) - Play Offs,2018_10_25,2018_10_25_v1_d1_grp3_PGA,tommy fleetwood,3.5,-1,-1,-5,-4,1,0,0,1,0
2018,10,25,WGC-HSBC Champions (China) - Play Offs,2018_10_25,2018_10_25_v1_d1_grp3_PGA,justin rose,2.74,-4,-4,2,-3,0,0,1,0,0
2018,8,16,Wyndham Championship (USA),2018_8_16,2018_8_16_v0_d1_grp7_PGA,brett stegmaier,3.3,-3,-4,-2,-6,1,0,1,0,0
2018,8,16,Wyndham Championship (USA),2018_8_16,2018_8_16_v0_d1_grp7_PGA,kyle thompson,3.9,0,-4,-1,2,0,0,0,1,0
2018,8,16,Wyndham Championship (USA),2018_8_16,2018_8_16_v0_d1_grp7_PGA,julian suri,1.88,-1,3,-1,1,0,1,0,0,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp19_PGA,tiger woods,2.82,0,-2,-2,2,0,0,1,0,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp19_PGA,francesco molinari,3.55,0,-2,3,2,0,0,0,1,0
2019,5,16,PGA Championship (USA),2019_5_16,2019_5_16_v0_d1_grp19_PGA,brooks koepka,2.62,0,-6,-6,-7,1,1,0,0,0
2020,11,5,Houston Open (USA),2020_11_5,2020_11_5_v0_d1_grp6_PGA,doc redman,2.34,-2,-2,-6,1,0,1,0,0,0
2020,11,5,Houston Open (USA),2020_11_5,2020_11_5_v0_d1_grp6_PGA,camilo villegas,4.2,-3,-5,1,4,0,0,0,1,0
2020,11,5,Houston Open (USA),2020_11_5,2020_11_5_v0_d1_grp6_PGA,sam burns,2.58,-3,-1,-4,-2,1,0,1,0,0
2019,8,15,BMW Championship (USA),2019_8_15,2019_8_15_v0_d1_grp3_PGA,c.t. pan,3.85,6,2,-3,-1,1,0,0,1,3
2019,8,15,BMW Championship (USA),2019_8_15,2019_8_15_v0_d1_grp3_PGA,tiger woods,2.62,-1,7,0,-1,1,0,1,0,3
2019,8,15,BMW Championship (USA),2019_8_15,2019_8_15_v0_d1_grp3_PGA,billy horschel,2.54,-3,-2,1,-1,1,1,0,0,3
2017,9,1,Dell Technologies Championship (USA),2017_9_1,2017_9_1_v0_d1_grp1_PGA,keegan bradley,2.76,3,-2,-2,5,0,0,1,0,0
2017,9,1,Dell Technologies Championship (USA),2017_9_1,2017_9_1_v0_d1_grp1_PGA,bryson dechambeau,3.65,5,2,1,-2,1,0,0,1,0
2017,9,1,Dell Technologies Championship (USA),2017_9_1,2017_9_1_v0_d1_grp1_PGA,charl schwartzel,2.68,0,3,0,4,0,1,0,0,0
2018,1,25,Farmers Insurance Open (USA) - Play Offs,2018_1_25,2018_1_25_v0_d1_grp0_PGA,francesco molinari,2.22,1,-3,-3,-4,1,1,0,0,0
